Species,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
arabica,Taiwan,武鬪咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S095",武鬪咖啡莊園,,Taiwan Coffee Laboratory,650,"台中市新社區 Xinshe Dist., Taichung City","張志偉 CHANG,CHIH-WEI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.58,7.33,7.17,7.42,7.42,7.33,10,10,10,7.33,0,81.58,10.50%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Vietnam,Công ty TNHH TINO Việt Nam,1,Công ty TNHH TINO Việt Nam,,"TINO Vietnam Co., Ltd",1500,"Cầu Đất, Xuân Trường, Đà Lạt, Lâm Đồng",Dương Thị Kim Nguyên,17,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",TINO Coffee,Catimor,Completed,Washed / Wet,7.58,7.25,7.25,7.5,7.33,7.42,10,10,10,7.25,0,81.58,10.20%,0 full defects,0,Green,2 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Vietnam,Hưng Định Eco Farm 1996,1,Hưng Định Eco Farm 1996,,Dancafe,800,"Ea Chiêu, Ea Tân, Krong Năng, Đắk Lăk",Lương Xuân Hưng,133,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Danh Nguyen,Mixed,Completed,Pulped natural / honey,7.42,7.33,7.25,7.42,7.42,7.42,10,10,10,7.25,0,81.5,12.10%,0 full defects,0,Green,1 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Brazil,Various,Various,"Japy Industrial Complex - RODOVIA BR 146, # 100 - GUAXUPÉ/MG/BRASIL – CEP 37836-684 - CNPJ: 20.770.566/0086-07",002/460-0/1026,Azul Kaffee GmbH & Co. KG,800-1200,Various,COOP REG DE CAFEIC EM GUAXUPE LTDA.,360,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024 / 2025,"April 2nd, 2025",Yadwinder Sangha,Santos,Completed,Natural / Dry,7.25,7.42,7.17,7.25,7.67,7.42,10,10,10,7.33,0,81.5,10.70%,0 full defects,3,Green,6 full defects,,"April 2nd, 2026",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
arabica,Vietnam,Apollo Estate,Apollo CD honey 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Pulped natural / honey,7.5,7.33,7.25,7.33,7.42,7.25,10,10,10,7.33,0,81.42,10.80%,0 full defects,0,Green,2 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Vietnam,RADAR FARM,1,RADAR FARM,,radar farm,1600,"Trạm Hành, Đà Lạt, Lâm Đồng",BÙI TRÍ DŨNG,58,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Bùi Trí Dũng,THA1,Completed,Natural / Dry,7.58,7.25,7.42,7.5,7.33,7.17,10,10,10,7.17,0,81.42,10.40%,0 full defects,0,Green,3 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Indonesia,I Wayan Berapa,1,I Wayan Berapa,,Akasa Coffee,1500,Kintamani,I Wayan Berapa,15,60 kg,5758 Coffee Lab,2023,"July 25th, 2024",akasa coffee,S795,Completed,Natural / Dry,7.75,7.42,7.08,7.25,7.25,7.25,10,10,10,7.33,0,81.33,11.30%,0 full defects,1,yellow green,0 full defects,,"July 25th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,Ridwan Saleh Hutasuhut,-,dry mill,,Kebun Ridwan,1000,SIPIROK,Kebun Ridwan,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Pulped natural / honey,7.33,7.5,7.25,7.33,7.25,7.33,10,10,10,7.33,0,81.33,13%,0 full defects,5,Green,5 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Taiwan,埔里農莊股份有限公司,"2024 Sustainable Specialty Coffee Farm Awards,S096",埔里農莊股份有限公司,,Taiwan Coffee Laboratory,800,"南投縣魚池鄉 Yuchi Township, Nantou County","埔里農莊股份有限公司 Puli Farm Co., Ltd",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.33,7.33,7.33,7.33,7.33,7.33,10,10,10,7.33,0,81.33,11.40%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,佐佑品咖啡莊園 Zuo You Pin Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S105",佐佑品咖啡莊園 Zuo You Pin Coffee Estate,,Taiwan Coffee Laboratory,800,"台東縣太麻里鄉 Taimali Township, Taitung County","許文郎 XU,WEN-LANG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.5,7.42,7.25,7.25,7.42,7.25,10,10,10,7.25,0,81.33,10.30%,0 full defects,3,Blue-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Colombia,N / A,3-0068-01456,Trilladora Popayán,3-0068-01456,ECOM COLOMBIA,1700,Cauca,Regional producers,285,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"November 23rd, 2024",Raúl Vargas,Caturra,Completed,Washed / Wet,7.5,7.17,6.92,7,7.25,8.17,10,10,10,7.25,0,81.25,12.10%,0 full defects,0,Green,1 full defects,,"November 23rd, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Guatemala,Mi Cafecito,11/951/448,Beneficio las Americas,11/951/448,"OLAM AGRO GUATEMALA, S.A",1410,Santa Rosa,Hector Amilcar Lapola,575,30 kg,Asociacion Nacional Del Café,2023 / 2024,"May 14th, 2024",Astrid Fabiola Campos Albeño,Bourbon,Completed,Washed / Wet,7.33,7.42,7.17,7.17,7.33,7.42,10,10,10,7.42,0,81.25,9.40%,0 full defects,3,Green,7 full defects,,"May 14th, 2025",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
arabica,Indonesia,MANAT SAMOSIR,-,dry mill,,Koperasi Kopi Lintong,1500,pollung Humbang Hasundutan,Koperasi Kopi Lintong,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra Lintong,Completed,Washed / Wet,7.25,7.42,7.25,7.42,7.33,7.25,10,10,10,7.25,0,81.17,12.30%,0 full defects,3,Green,3 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Taiwan,Lin Coffee,FNTN #29,Lin Coffee,,Taiwan Coffee Laboratory,700-800,"Guoxing Township, Nantou County","LIN,WEN-HUNG",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"December 16th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.42,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,0,81.17,14.50%,0 full defects,0,Green,5 full defects,,"December 16th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Brazil,"Fazendas Monte Alto & Mimosa, São Sebastião do Paraíso",P8002333-4,DRY,002/1145/0896,Kimbo S.P.A.,900 - 1200,Cerrado Mineiro,Single Estate,2,60 kg,IMPERATOR SRL - Green Trading Company,2023 / 2024,"November 7th, 2024",alessandro marconicchio,"Cutai, Mundo novo",Completed,Natural / Dry,7.17,7.42,7.25,7.33,7.25,7.33,10,10,10,7.33,0,81.08,10.30%,0 full defects,1,Green,1 full defects,,"November 7th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
arabica,Nicaragua,Quitasueños,017-053-0348,Dry Mill,,Exportadora Atlantic S.A,1150,Matagalpa,ECOM,340,69 kg,Instituto Hondureño del Café,2023 / 2024,"June 25th, 2024","Exportadora Atlantic, S.A.",SHG,Completed,Washed / Wet,7.42,7.42,7.17,7.25,7.33,7.25,10,10,10,7.25,0,81.08,10.50%,0 full defects,1,Green,2 full defects,,"June 25th, 2025",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
arabica,Vietnam,Cau Đat Bean,1,Cau Đat Bean,,Cau Dat Bean MTV Company Limited,1600,"Trạm Hành, Lâm Đồng, Đà Lạt",Cau Đat Bean,167,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Thang Bui,Yellow Bourbon,Completed,Pulped natural / honey,7.42,7.08,7.17,7.5,7.42,7.25,10,10,10,7.17,0,81,10.50%,0 full defects,0,Green,3 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Mexico,N/a,NHOL-1325/24,,,Nestle Nespresso SA,,,N/a,275,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023 / 2024,"May 20th, 2024",Alexis Rodriguez,,Completed,Washed / Wet,7.58,7.75,7.42,7.58,7.42,7.58,9.33,9.33,9.33,7.67,0,81,12%,0 full defects,1,Green,2 full defects,,"May 20th, 2025",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
arabica,Indonesia,Almontana Paat,1,Almontana Paat,,Elmonts Coffee & Roastery,1000,Tomohon,Almontana Paat,10,50 kg,5758 Coffee Lab,2024,"July 23rd, 2024",Almontana Paat,Catimor & HdT,Completed,Natural / Dry,7.17,7.25,7.25,7.5,7.25,7.33,10,10,10,7.25,0,81,12.30%,0 full defects,3,Bluish-Green,0 full defects,,"July 23rd, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Taiwan,山角頂有機咖啡莊園 Mountain Top Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S026",山角頂有機咖啡莊園 Mountain Top Coffee Manor,,Taiwan Coffee Laboratory,800,"台東縣金峰鄉 Jinfeng Township, Taitung County","羅英惠 LUO,YING-HUI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Pulped natural / honey,7.25,7.33,7.33,7.33,7.17,7.33,10,10,10,7.17,0,80.92,11.80%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Vietnam,8Ro Coffee Farm,1,8Ro Coffee Farm,,8Ro coffee&roaster,1500,"""Thôn 2, Quảng Tín, Đăk Rlap, Đăk Nông""",Đinh Tiên Bảo San,33,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Đinh Tiên Bảo San,Catimor,Completed,Pulped natural / honey,7.42,7.33,7.08,7.33,7.25,7.25,10,10,10,7.25,0,80.92,11.50%,0 full defects,0,Green,0 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Costa Rica,Sumava,EC105C,Sumava,,Exclusive Coffee,1700,West Valley,Francisco Mena Vilches,275,69 kg,Specialty Coffee Association of Costa Rica,2023 / 2024,"May 29th, 2024",Jose Javier Carmona Campos,Caturra,Completed,Pulped natural / honey,7.25,7.58,7.08,7.17,7.08,7.42,10,10,10,7.17,0,80.75,10.80%,0 full defects,4,Bluish-Green,10 full defects,,"May 29th, 2025",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
arabica,Taiwan,祖嵐咖啡莊園,8526藝伎 Gesha,益豐機械 咖啡豆去皮脫殼機剝殼機兩用設備 100型,,祖嵐咖啡莊園,450,桃園市復興區義盛里大利幹部落,宗素霞,8,250 kg,Blossom Valley International宸嶧國際,2023,"May 6th, 2024",祖嵐咖啡莊園,Gesha,Completed,Pulped natural / honey,7.5,7.5,7.42,7.42,7.08,7.25,9.33,10,10,7.25,0,80.75,11%,1 full defects,0,Green,5 full defects,,"May 6th, 2025",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
arabica,Taiwan,富摩咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S112",富摩咖啡莊園,,Taiwan Coffee Laboratory,1200,"嘉義縣梅山鄉 Meishan Township, Chiayi County","曾永麗 ZENG,YONG-LI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"60%Typica,40%Bourbon",Completed,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,9.33,9.33,10,7.67,-1.33,80.75,11.50%,0 full defects,0,Yellow-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Vietnam,Làng K'ho,A3240053W91,Hạt Rừng,,THE FOREST BEANS JOINT STOCK COMPANY,1500,"Da Sar, Lac Duong, Lam Dong",Hạt Rừng,55,60 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2023 / 2024,"July 31st, 2024",Hạt Rừng,Catimor,Completed,Washed / Wet,7.5,7.25,7.08,7.25,7.25,7.17,10,10,10,7.17,0,80.67,11.20%,0 full defects,0,Blue-Green,1 full defects,,"July 31st, 2025",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Vietnam,Gaia Farms,221146,Hulling Facility,,Brew Baby Coffee Company,5400,"Lam Dong Province, Vietnam",Viet Coffee Company Limited,1,1 kg,Firedancer Coffee Consultants,2024 / 2025,"April 8th, 2025",Brew baby Coffee Company,Catimor,Completed,Pulped natural / honey,7.5,7.25,7.17,7.08,7.42,7.08,10,10,10,7.08,0,80.58,9.80%,0 full defects,0,Green,7 full defects,,"April 8th, 2026",Firedancer Coffee Consultants,"165 Commerce Drive, Ste 103",Firedancer Coffee Consultants -
arabica,Jamaica,Nomlas Farm,BGMBH 100/11/003,Hulling,100/11/003,Buboffee GmbH,1400-1800,St. Andrew ( Jamaica),Jamaica Coffee Growers Association,1,2 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024 / 2025,"February 14th, 2025",Martin Bubeliny,Blue Mountain,Completed,Washed / Wet,7.25,7.17,7.08,7.25,7.33,7.25,10,10,10,7.25,0,80.58,11.30%,0 full defects,2,Blue-Green,1 full defects,,"February 14th, 2026",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
arabica,Vietnam,Proh Farm,PRO01,dry mill,,Proh Farm,1500,CAU DAT,Huỳnh Nguyễn Trà My,83,60 kg,STONE VILLAGE LAB VIETNAM,2024 / 2025,"April 19th, 2025",Huynh Nguyen Tra My,Catimor,Completed,Pulped natural / honey,7.25,7.17,7.25,7.08,7.25,7.25,10,10,10,7.25,0,80.5,12%,0 full defects,1,Green,0 full defects,,"April 19th, 2026",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189
arabica,Indonesia,Simardalihan,3 tons,dry mill,,PDM COFFEE,1200,Saipar Dolok Hole,PDM COFFEE,1,2 kg,5758 Coffee Lab,2023 / 2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.42,7.25,7.08,7.17,7.33,7.17,10,10,10,7.08,0,80.5,12%,0 full defects,0,Bluish-Green,5 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Taiwan,佳佳咖啡莊,"2024 Sustainable Specialty Coffee Farm Awards,S089",佳佳咖啡莊,,Taiwan Coffee Laboratory,700,"南投縣國姓鄉 Guoxing Township, Nantou County","劉頴悟 LIU,YING-WU",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.42,7.33,7.08,7.17,7.17,7.08,10,10,10,7.25,0,80.5,10%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,"Tanzania, United Republic Of",various,033/0010/015,SMC's dry mil,,Marubeni Corporation,"1,100-1,700",mbeya/mbinga,various,320,60 kg,Coffee Quality Union,2023 / 2024,"October 9th, 2024",Ikuto Uehara,,Completed,Washed / Wet,7.33,7.25,7,7.25,7.17,7.25,10,10,10,7.25,0,80.5,11.90%,0 full defects,1,Greenish,4 full defects,,"October 9th, 2025",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
arabica,Vietnam,Apollo Estate,Apollo washed 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Washed / Wet,7.25,7.25,7.17,7.25,7.17,7.17,10,10,10,7.17,0,80.42,11.20%,0 full defects,0,Yellow-Green,2 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Indonesia,Dasimah,1,Dasimah,,"ASA COFFEE GAYO, PT",1200,Takengon Gayo,Dasimah,40,50 kg,5758 Coffee Lab,2019 / 2020,"July 23rd, 2024",asa coffee gayo,Catimor,Completed,Washed / Wet,7.5,7.5,7.42,7.42,7.42,7.58,9.33,9.33,10,7.58,-0.67,80.42,12.90%,0 full defects,2,Bluish-Green,1 full defects,,"July 23rd, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Uganda,small holders,Uganda Binyiny Red Hondey,wet mill,35/430/018,Kimbo S.P.A.,1600-2000,Mount Elgon,small holders,5,60 kg,IMPERATOR SRL - Green Trading Company,2022 / 2023,"November 20th, 2024",alessandro marconicchio,various,Completed,Pulped natural / honey,7.33,7.25,7.33,7.25,7.08,7,10,10,10,7.17,0,80.42,10.30%,0 full defects,0,Green,1 full defects,,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
arabica,Colombia,FINCA LAS ACACIAS - VEREDA JUANAMBU,3-59-2868,PASTO,,carcafe ltda,1959,NARIÑO,Segundo Viveros Santa Cruz,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"November 23rd, 2024",rodrigo amaya,Caturra,Completed,Washed / Wet,8,7.67,7.75,8,7.75,7.58,10,8.67,10,7.58,-2.67,80.33,12.20%,0 full defects,0,Green,1 full defects,,"November 23rd, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Indonesia,Dasimah,1,Dasimah,,CV Agro Aceh,1300,takengon,Dasimah,10,50 kg,5758 Coffee Lab,2023 / 2024,"July 25th, 2024",Gayoland Coffee,mix,Completed,Washed / Wet,7.42,7.25,7,7.25,7.25,7,10,10,10,7.17,0,80.33,13.40%,0 full defects,3,Bluish-Green,5 full defects,,"July 25th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Vietnam,Mayaca Farm,2,Dry Mill,Stone Village Lab,Optima Quanta,1500,"Nguyễn Thị Thập, Hòa Minh, Liên Chiểu, Đà Nẵng",MaYaCa Coffee,2,1 kg,STONE VILLAGE LAB VIETNAM,2023 / 2024,"December 3rd, 2024",David Baumann,Catimor,Completed,Pulped natural / honey,7.25,7.33,7.17,7.25,7.08,7.08,10,10,10,7.08,0,80.25,11.90%,0 full defects,0,Green,0 full defects,,"December 3rd, 2025",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189
arabica,Taiwan,密多咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S088",密多咖啡莊園,,Taiwan Coffee Laboratory,350,"新竹縣關西鎮 Guanxi Township, Hsinchu County","張新榮 CHANG,SIN-RONG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.17,7.33,7.25,7.17,7.17,7.08,10,10,10,7.08,0,80.25,11.60%,0 full defects,0,Pale Yellow,1 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,龍豬山谷咖啡莊園 Long Jhu Shan Gu Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S025",龍豬山谷咖啡莊園 Long Jhu Shan Gu Coffee Manor,,Taiwan Coffee Laboratory,600,"台中市和平區 Heping Dist., Taichung City","鄭健雄 ZHENG,JIAN-XIONG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"60%Geisha ,40%Typica",Completed,Natural / Dry,7.42,7.08,7.17,7.25,7.17,7,10,10,10,7,0,80.08,10.20%,0 full defects,0,Pale-Yellow,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,阿金莊園,"2024 Sustainable Specialty Coffee Farm Awards,S109",阿金莊園,,Taiwan Coffee Laboratory,250,"花蓮縣瑞穗鄉 Ruisui Township, Hualien County","劉承彥 LIU,CHENG-YAN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.33,7.25,7.17,7.17,7.17,7.33,9.33,10,10,7.33,0,80.08,11%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Brazil,various,RAˍ00034772108,various,002-7790-2711,"King Car Industrial Co., Ltd",800-1250,Cerrado Mineiro,various,640,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"January 2nd, 2025",KINGCAR,"Catuai, Caturra",Completed,Natural / Dry,7.58,7.5,7.5,7.42,7.33,7.33,8,10,10,7.33,0,80,9.40%,0 full defects,0,Yellow-Green,0 full defects,,"January 2nd, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
